policy_id,application_receive_date,advisor_id,branch_name,sampling_frame_flag
6c010451-120a-4af7-8a4e-43caeb74268e,2024-01-15,ADV043,Pine Plaza,0
205c53b7-09b2-4f6d-94d3-910385abe7b8,2024-01-16,ADV037,Cedar Centre,0
39851c66-acc8-4a5e-a3a0-70111046cc92,2024-01-01,ADV068,Maple Branch,0
62efc218-e0fb-4c85-8bc5-792a26d4d9e1,2024-01-04,ADV068,Oak Office,0
dddcdf47-c901-4b47-9da8-bc5eb5cb33f2,2024-01-01,ADV051,Willow Way,0
eebf950d-e7a5-422d-8b39-ce1dfec6974d,2024-01-04,ADV031,Willow Way,0
41326d27-7c3b-4401-81bd-8a8906fa339f,2024-01-18,ADV032,Willow Way,0
ee12412d-c8e1-4a1a-93b6-ccdc33085db0,2024-01-09,ADV029,Birch Bureau,0
c9b2b452-5980-4fb5-82a5-e3211693fe1b,2024-01-28,ADV075,Maple Branch,0
4d52f369-ffca-42f2-9a23-14683d6e085c,2024-01-08,ADV045,Pine Plaza,0
6d9399f5-31c0-4aff-a51f-fa6f97fb9955,2024-01-02,ADV062,Cedar Centre,0
4a4cb562-4cbb-4bff-9d22-9173c3dcf889,2024-01-06,ADV018,Oak Office,0
df4850fa-1726-4fa7-be17-52075f8a102b,2024-01-17,ADV020,Willow Way,0
45c1711e-bfa9-4b04-9d69-91105d8b14f3,2024-01-30,ADV041,Birch Bureau,0
f1ff4612-4c45-4f3b-9d61-ba1f324c1892,2024-01-03,ADV066,Cedar Centre,0
71b69ec5-73ce-4d9c-abd9-67c1532631b5,2024-01-09,ADV011,Pine Plaza,0
a6258d5d-00c6-432b-88be-d03266996947,2024-01-07,ADV033,Maple Branch,0
489b7245-e165-48ba-b0af-dc45fa362888,2024-01-29,ADV052,Pine Plaza,0
3096f6c5-759e-4805-8705-9a6625256747,2024-01-29,ADV005,Pine Plaza,0
38726895-1d0b-47f7-8c7b-e71cb9563681,2024-01-08,ADV042,Birch Bureau,0
d0d64531-a273-48b8-9b4c-e8f5a6cf253b,2024-01-28,ADV010,Pine Plaza,0
c9eccb86-60a5-48e2-9162-b9a76a2930bc,2024-01-25,ADV040,Oak Office,0
b9f62a3f-5a17-47db-909f-6ccc68dd96da,2024-01-02,ADV068,Maple Branch,0
8118ff47-1e3c-45e1-8f30-70c33b6a495c,2024-01-30,ADV043,Maple Branch,0
1afe1f31-01fd-4188-b63f-73f483b11f12,2024-01-22,ADV023,Oak Office,0
f0682a43-67c1-4cb8-a6bf-301b90971265,2024-01-20,ADV029,Pine Plaza,0
4af04a32-518b-4611-82fc-491d561f1e74,2024-01-14,ADV055,Willow Way,0
874222ff-4c5d-4b00-9a8f-9a9729166bc6,2024-01-07,ADV051,Willow Way,0
fa32e3cc-620a-454f-87d1-bf4cada23018,2024-01-13,ADV069,Oak Office,0
5977e83b-c355-418d-829e-1f6b5c6bb5f8,2024-01-03,ADV037,Cedar Centre,0
93301754-ccfc-4dd4-9156-471918805c9a,2024-01-15,ADV068,Oak Office,0
0190157d-55a4-4111-ada8-752476aff498,2024-01-04,ADV002,Maple Branch,0
1123360e-40cc-47b9-9663-bbae96e68de8,2024-01-13,ADV006,Oak Office,0
02ac25b9-1017-453c-8947-415502935129,2024-01-08,ADV043,Pine Plaza,0
3cab14a6-8879-4ff5-8fbb-52c440e1dc05,2024-01-29,ADV024,Willow Way,0
7806f2ec-a89b-4c20-87f4-921abab53568,2024-01-14,ADV070,Pine Plaza,0
df5055fd-dea8-4db6-8fba-930ac51ffb95,2024-01-03,ADV017,Oak Office,0
60bd6b9d-4803-43fb-83e8-04c802c1219c,2024-01-20,ADV025,Cedar Centre,0
7afdc429-563a-4c64-b64b-ed561f6a01d7,2024-01-26,ADV015,Willow Way,0
274a9f43-576b-4bc7-aff8-198ce1aa33d3,2024-01-30,ADV010,Pine Plaza,0
b30b4699-1ad7-4597-81c8-83fb4d3d54a2,2024-01-03,ADV054,Oak Office,0
d654f8c5-1646-4720-aecc-a814681a0a24,2024-01-11,ADV038,Cedar Centre,0
fab0ffdd-789c-4174-bffe-7cfa7c0a7525,2024-01-27,ADV030,Oak Office,0
3883994c-de2a-4abe-847a-8258ed7da350,2024-01-27,ADV010,Birch Bureau,0
394b4807-4d5e-4244-9770-9dc7552803bb,2024-01-11,ADV065,Maple Branch,0
0c667f2d-fb05-46a2-bc16-1c8b684ac60c,2024-01-12,ADV048,Cedar Centre,0
00025f27-d96b-4052-a4c4-f3c21e6a1dd9,2024-01-15,ADV074,Cedar Centre,0
ca5686ee-83b9-4fa0-a157-1c684abb932f,2024-01-23,ADV064,Cedar Centre,0
9a8bc7c3-4ce1-4953-a789-6d46e61b9ed0,2024-01-29,ADV050,Cedar Centre,0
d8652c49-ea3f-4d71-8e7e-5fa8a534ff5e,2024-01-10,ADV011,Willow Way,0
636b8da8-c63a-4b7b-8c71-43f2b5086e3a,2024-01-18,ADV063,Willow Way,0
8a03b6cb-caad-4768-9c68-f9278bcc06ea,2024-01-05,ADV033,Oak Office,0
806484e9-b8ac-492c-9ff2-631fa7880b35,2024-01-09,ADV037,Birch Bureau,0
a59cfb3b-114b-47a5-aae1-007859d29422,2024-01-10,ADV022,Birch Bureau,0
90c14273-bd42-44d7-8ce6-8eac6e2dec11,2024-01-06,ADV066,Pine Plaza,0
3c4b84b0-6fc7-4307-82b0-75babc3a4aed,2024-01-28,ADV055,Willow Way,0
15e39297-da2b-4325-b669-b893b9b7283d,2024-01-21,ADV007,Pine Plaza,0
58f42fc7-bfa2-4100-9f38-cb4cfbea448b,2024-01-29,ADV039,Pine Plaza,0
f347c4ac-e040-4e00-ab60-7ca6f917a6fb,2024-01-14,ADV071,Pine Plaza,0
0e9a4277-54a8-4329-9a65-237f16efa742,2024-01-14,ADV010,Pine Plaza,0
b41b0ce2-887b-4254-b13f-4d5a1c4a079d,2024-01-07,ADV024,Maple Branch,0
c1cad4a8-76df-4d67-b0c6-b4619a520a05,2024-01-13,ADV056,Oak Office,0
c120eb69-eda1-4d5d-a408-3eb793cf2db2,2024-01-10,ADV074,Willow Way,0
e85207bd-608f-4c01-bc36-0a7a5c033796,2024-01-23,ADV032,Oak Office,0
e5b314c7-cf6e-46e2-95ae-c713994f6c2c,2024-01-16,ADV011,Oak Office,0
e249556d-84e9-4929-9c81-79590e13fe92,2024-01-24,ADV039,Cedar Centre,0
817ba4db-cbd0-4f71-a3d4-1c49409c7ee8,2024-01-12,ADV073,Pine Plaza,0
ccf8d73f-8b6f-4d25-897e-9b7004801d5a,2024-01-23,ADV035,Cedar Centre,0
c0d66378-df19-42e4-9e78-b2225a28fcb6,2024-01-15,ADV014,Willow Way,0
d7ad0e30-1987-469c-8cbf-4517f7b8a4fe,2024-01-02,ADV070,Maple Branch,0
e91b1698-0dfc-44d4-aa00-28d388336fbe,2024-01-26,ADV062,Pine Plaza,0
ecc820c2-725d-4aee-b52e-1f3870e9c1e1,2024-01-06,ADV058,Pine Plaza,0
a0c5ad1a-bc56-4d68-b098-d3c3e9966035,2024-01-08,ADV016,Oak Office,0
ae96c169-91ed-4b8b-9209-83afe6cbff46,2024-01-29,ADV027,Cedar Centre,0
aae76374-b224-4111-ab4b-4a7c30be3387,2024-01-05,ADV065,Maple Branch,0
94ccc0b5-6592-44bc-a84b-0041685a290f,2024-01-23,ADV035,Birch Bureau,0
c0323468-d0ea-41a9-885e-364b8dfead71,2024-01-01,ADV003,Cedar Centre,0
1c3e91a9-8ff3-4506-b81e-b03833f9365c,2024-01-14,ADV022,Maple Branch,0
47d5525f-5fd4-484e-8369-4d5a3db01273,2024-01-15,ADV071,Willow Way,0
2118e847-236a-459e-962b-247f6582bd38,2024-01-13,ADV034,Cedar Centre,0
0c4141f2-8cca-4868-88fe-1117497a28cd,2024-01-02,ADV004,Birch Bureau,0
53ae2bd9-a7b6-442f-a588-ab4e040910d8,2024-01-31,ADV008,Pine Plaza,0
a644ab17-d0e5-468a-a9ed-cdd7c775711e,2024-01-05,ADV056,Oak Office,0
62a5fb46-8564-4ec3-aa53-2e173762db08,2024-01-27,ADV053,Cedar Centre,0
7434d690-e597-4189-b3f3-96b0a9f831eb,2024-01-15,ADV067,Maple Branch,0
3871e05c-90f8-4c46-a2f9-05da2fe999bf,2024-01-28,ADV053,Cedar Centre,0
643b881b-30ed-4e5c-acc2-9c59456d10ea,2024-01-17,ADV063,Oak Office,0
cc55658a-b2a7-44f1-a838-455ee79961bc,2024-01-12,ADV002,Maple Branch,0
2dbb79b2-85cc-4eac-8b93-f15377ec6be3,2024-01-22,ADV007,Birch Bureau,0
8550d9d0-608e-402b-a362-4fdb76e54252,2024-01-23,ADV004,Oak Office,0
d9b23446-da30-42bb-9e49-d71fde081de2,2024-01-04,ADV060,Maple Branch,0
c095d384-b1d8-4e22-899f-4e96d020b1e7,2024-01-31,ADV013,Oak Office,0
95df9067-bd06-4941-8750-b0129fb25104,2024-01-02,ADV004,Willow Way,0
e8912e06-b26a-4f6b-9399-204c579fbd76,2024-01-22,ADV045,Oak Office,0
ba6f98a0-e411-4be0-93b7-d02ae0ea5ecc,2024-01-28,ADV038,Willow Way,0
1de39e79-e311-4b58-9d25-dd86a1ab7459,2024-01-05,ADV009,Cedar Centre,0
2f60c150-fa84-4a34-a665-e8bdcf908312,2024-01-17,ADV015,Cedar Centre,0
3ec13644-c379-4693-9855-babd1d7d3247,2024-01-20,ADV051,Birch Bureau,0
4bda2aaa-58ca-4027-8abe-4a5aaa11e87b,2024-01-28,ADV018,Willow Way,0
69c1aa30-5831-419d-86a5-11b034ad9ae5,2024-01-01,ADV002,Oak Office,0
1e4c3bdb-5308-441f-b75c-d539a59d98a8,2024-01-08,ADV004,Oak Office,0
a7301a64-4158-4b36-89fa-b00690dc732c,2024-01-02,ADV024,Maple Branch,0
4a5c1115-c50d-4634-8bcd-0f04cf5e17d2,2024-01-17,ADV060,Maple Branch,0
f9677f0e-23b6-4a81-b9de-a36c39621025,2024-01-06,ADV024,Birch Bureau,0
06bda8d6-674b-404a-96b2-9354bb84406b,2024-01-12,ADV034,Pine Plaza,0
5a68415a-e1da-4e00-b4c1-e242f4d8baa7,2024-01-13,ADV065,Birch Bureau,0
3ae72120-fbe6-411e-9abc-b8ca0d41d47d,2024-01-13,ADV007,Oak Office,0
f0b8b01e-2746-4aa5-ae95-bb81ee03ddb6,2024-01-24,ADV012,Willow Way,0
c027b1ce-78d5-4c1e-ad06-5c1892a019db,2024-01-11,ADV069,Birch Bureau,0
a434f224-3646-403a-904c-051555999e5a,2024-01-19,ADV010,Cedar Centre,0
b980e2f4-143c-4708-a0bf-b7341b5337ed,2024-01-01,ADV074,Oak Office,0
ea310ead-07c5-4b62-97b6-e8cbe5a9877d,2024-01-15,ADV035,Cedar Centre,0
322319f2-e024-4fbf-8836-74ca9f09abb3,2024-01-09,ADV023,Oak Office,0
06428fd6-acdf-483e-a402-1a8730ef64cb,2024-01-28,ADV075,Willow Way,0
865b1ced-6ef4-4db8-8e13-fb9934fe5cb1,2024-01-13,ADV019,Willow Way,0
8af402a3-8faf-40db-b7df-e5e9927ecad8,2024-01-09,ADV050,Oak Office,0
10a665d0-a516-44a4-abb0-57baeac4277f,2024-01-17,ADV039,Willow Way,0
b662ce2b-c9c4-4e5e-a199-51de52f11ed5,2024-01-14,ADV027,Oak Office,0
d1304224-3e82-4bd6-93d5-986e05e97dc3,2024-01-24,ADV030,Willow Way,0
5a5f8127-3daf-4dc1-8ec0-e5da279d6bc8,2024-01-04,ADV049,Birch Bureau,0
d0bceac4-0493-4745-bd78-e391732fb4c9,2024-01-13,ADV028,Oak Office,0
e5b89b43-a22a-4085-9a7b-55c56f3819c1,2024-01-26,ADV007,Birch Bureau,0
81269152-deaf-4d08-b04c-b88b5b9165b3,2024-01-29,ADV047,Cedar Centre,0
1a2926e8-27a6-4ff8-b2f0-2be883928e9e,2024-01-07,ADV055,Birch Bureau,0
77d29347-f125-4a98-979e-171c5c90ac1c,2024-01-28,ADV007,Maple Branch,0
bd291ca9-40ce-4727-9866-3b835e2d6373,2024-01-18,ADV034,Pine Plaza,0
fd6df003-e6ea-4785-9148-22414c85b2e1,2024-01-16,ADV025,Willow Way,0
0c25f72e-d403-468a-97bc-00f061589986,2024-01-25,ADV017,Willow Way,0
d6c72899-0452-4a0e-8ca5-2506553f445c,2024-01-09,ADV044,Birch Bureau,0
1151a2a0-552c-4587-93ab-e8c2d0aba957,2024-01-08,ADV064,Cedar Centre,0
1d9d71ca-1bef-47f6-a4fc-d9afa1bf9b0d,2024-01-26,ADV049,Birch Bureau,0
80b7d48a-7aea-49d7-b829-00bb35f512ba,2024-01-18,ADV010,Pine Plaza,0
d0cd27c6-a19b-4197-a6ef-1ae52cc671da,2024-01-04,ADV067,Willow Way,0
5e10d47d-d131-41e4-8823-8416cfd64b06,2024-01-04,ADV056,Birch Bureau,0
18fdcb6b-1815-4d4c-b9b0-4002e3c558cc,2024-01-27,ADV046,Maple Branch,0
83a05aaf-e55d-4e6a-96c6-3f3f6920eb17,2024-01-09,ADV003,Willow Way,0
bc304ecb-c233-4844-808c-5d31296920d8,2024-01-20,ADV075,Willow Way,0
57e59beb-af25-48e7-8771-d4273fec2fdb,2024-01-17,ADV035,Maple Branch,0
ebeae58f-d5ac-4156-acb2-b137228371ac,2024-01-23,ADV032,Maple Branch,0
f198e70e-4a74-4be5-b4c1-f35c8042222e,2024-01-14,ADV029,Birch Bureau,0
993b1c7f-448c-45ec-ac49-f4812f6df153,2024-01-08,ADV001,Oak Office,0
657a393e-5f4a-4ca2-a08e-bb4efd5cd1b0,2024-01-21,ADV038,Cedar Centre,0
c92f27d2-3f55-476e-b1dd-793841aa5651,2024-01-03,ADV034,Maple Branch,0
efdeec2f-927a-4020-8510-47f9be347655,2024-01-12,ADV009,Birch Bureau,0
8f61933b-e2b6-4729-a409-9ebc7df03f8a,2024-01-11,ADV052,Maple Branch,0
72e424e8-b969-4ce9-99b8-3b0f21565969,2024-01-23,ADV003,Willow Way,0
63dd7b3e-2863-4112-bb5e-cec0f5f39c98,2024-01-28,ADV058,Cedar Centre,0
8bf9543d-b78b-4d73-a572-b654791407a8,2024-01-03,ADV019,Pine Plaza,0
b4344658-0e40-4b5f-a855-a1a00d0f7285,2024-01-12,ADV023,Cedar Centre,0
04f34c6b-82d2-4418-98d2-850c7c689427,2024-01-23,ADV063,Oak Office,0
d3a8a399-749d-4357-a973-ca633cc7bca2,2024-01-25,ADV056,Oak Office,0
5f717b4d-916d-42aa-97e9-68fca4ad6733,2024-01-12,ADV020,Willow Way,0
50fc49b4-d3e7-40ac-a2f5-7728f10bfddd,2024-01-23,ADV070,Maple Branch,0
052fa135-d4d5-4dad-baa9-08243cef078d,2024-01-25,ADV026,Willow Way,0
18ac2319-76d0-4424-81d7-6149bae8ee24,2024-01-25,ADV017,Pine Plaza,0
e9e862db-4dff-4d9a-bae1-dc8a27dba46f,2024-01-23,ADV057,Willow Way,0
f655a1d4-d7f7-4729-a2f7-df0466dfc92b,2024-01-28,ADV042,Oak Office,0
7011d5e3-c528-4f9c-8ae4-4dd7695184cf,2024-01-22,ADV064,Pine Plaza,0
05ea1298-3abb-4a93-adbb-b4367ca15087,2024-01-16,ADV049,Willow Way,0
77c87845-142c-4a3c-9ff7-88edd6f98b73,2024-01-27,ADV041,Oak Office,0
d8edf8f9-528e-4f70-b619-ff069101db25,2024-01-08,ADV009,Cedar Centre,0
7757a0a5-6f2a-4653-a580-a7ead34f8f92,2024-01-25,ADV009,Cedar Centre,0
5f4ca189-1225-4a73-a562-66b0318b9465,2024-01-29,ADV025,Maple Branch,0
40e574ba-c8fb-4c40-a9a7-a49e4eccd8e8,2024-01-08,ADV031,Maple Branch,0
d39f05b3-404d-4386-a719-8dc365dde309,2024-01-14,ADV035,Cedar Centre,0
aa2265c5-bcf3-4acb-bb11-254c27e3c7fb,2024-01-16,ADV018,Maple Branch,0
3ce4ab0b-fb3c-4b21-a207-c2956915413b,2024-01-12,ADV004,Oak Office,0
9794914a-e744-4915-9dd6-c2068d9b3092,2024-01-31,ADV038,Pine Plaza,0
b9a27176-4327-492b-b5e5-af375b3c6c9d,2024-01-22,ADV027,Birch Bureau,0
01f4fecf-9faf-4f1a-8c43-feb759571c96,2024-01-16,ADV062,Birch Bureau,0
ca2795d9-ce6f-4e77-9674-2869d803e194,2024-01-21,ADV067,Willow Way,0
175f358d-7584-4939-940c-e30b0b2de481,2024-01-05,ADV039,Maple Branch,0
37276ad5-690e-42b7-9830-09659e5c3045,2024-01-06,ADV044,Oak Office,0
6acfbdef-c585-4ae9-9085-7c7f915d2837,2024-01-28,ADV074,Maple Branch,0
37af5110-528a-4b06-9791-d8ad8854a519,2024-01-05,ADV029,Pine Plaza,0
f10ede60-84b1-4812-ac87-88ea493f9328,2024-01-03,ADV034,Pine Plaza,0
5dda229c-7a54-485f-8b34-ac50ba24c4c8,2024-01-06,ADV004,Willow Way,0
2bd87772-9cf9-4d5e-839d-7d9ef6761b4b,2024-01-06,ADV068,Cedar Centre,0
781fb222-eb97-45c6-adee-a2591c7fe327,2024-01-06,ADV056,Cedar Centre,0
e51debea-c959-4f5b-ae8c-9461350fd584,2024-01-07,ADV046,Cedar Centre,0
494d6e42-04ea-4dc0-b544-6657c8e66c42,2024-01-10,ADV027,Cedar Centre,0
1c9a9dfd-f9a3-4f1b-b992-58b3ed533f6a,2024-01-06,ADV068,Cedar Centre,0
8289c79e-ec1f-414f-9648-bfe21012b303,2024-01-05,ADV061,Maple Branch,0
163defa0-0e0e-4023-b81c-d7b558202a9c,2024-01-04,ADV068,Birch Bureau,0
0e5b96b8-cd81-4269-8b7f-0a056faf9792,2024-01-08,ADV047,Willow Way,0
861c33c4-bfaa-4a31-a81d-98b04c1e3cb8,2024-01-16,ADV058,Cedar Centre,0
424c343e-1aed-425b-af03-19e1c91358a0,2024-01-02,ADV033,Willow Way,0
e2c5c5e5-b114-42b6-8358-b15b495fc108,2024-01-11,ADV068,Oak Office,0
8813829b-fddf-4d76-a9d4-3c66f4531a41,2024-01-05,ADV001,Birch Bureau,0
1b76e8c7-20c0-4314-b07d-309f96f1009b,2024-01-24,ADV009,Oak Office,0
27118631-d923-40eb-8d0b-af4b7909b06d,2024-01-23,ADV035,Cedar Centre,0
9bf6c3f9-20c4-474f-80bd-6c49645c53aa,2024-01-26,ADV058,Maple Branch,0
b542a1f2-9fba-4394-a637-f4390d517b8f,2024-01-21,ADV010,Oak Office,0
4ae228df-29f4-4143-b0b5-91ad5cb3e194,2024-01-26,ADV059,Oak Office,0
cbfbe8bf-a94f-48e1-a30d-6d9069ce8258,2024-01-11,ADV003,Pine Plaza,0
