policy_id,application_receive_date,advisor_id,branch_name,sampling_frame_flag
7765c9f9-9450-4823-bb69-0802cc0156bd,2024-02-27,ADV059,Maple Branch,0
43f1ac0f-76af-4a42-b3bb-779a17f7ba86,2024-02-10,ADV040,Maple Branch,0
474df105-08f2-4a0e-80a2-fb8a6c6fd00b,2024-04-11,ADV075,Birch Bureau,0
a43e5013-ea5a-4926-b10b-98bfb119fbd4,2024-03-17,ADV034,Cedar Centre,1
18577054-a297-416e-84b5-695fa0f05724,2024-03-17,ADV004,Birch Bureau,1
bd46cced-1bdb-41e0-8f04-26ca6a09c91b,2024-03-08,ADV007,Maple Branch,1
dc609709-92aa-4d9b-a938-cd35b0a6b760,2024-05-20,ADV035,Cedar Centre,1
d3ca68a4-3a32-4f3e-907d-19ed6a276dce,2024-05-29,ADV013,Pine Plaza,1
70c2f6c4-ccea-40d5-ade0-9745d016b8b9,2024-01-18,ADV001,Cedar Centre,0
e4b2bc88-a21d-4359-b6ee-2def47c790ce,2024-04-05,ADV025,Cedar Centre,0
b23767d2-fb77-4ac8-b837-68a98694af96,2024-02-18,ADV042,Maple Branch,0
83b37b14-91ee-4836-b11f-ee2fdaff2112,2024-05-03,ADV007,Maple Branch,1
7ba1cbe0-2e56-4bb7-a52b-bf6aa6f26fef,2024-04-14,ADV028,Cedar Centre,1
dabdff88-f165-448b-8727-3b793af3e3b2,2024-05-27,ADV008,Oak Office,0
e2bd4f9e-0469-46e5-855b-b595fd0d527e,2024-05-30,ADV045,Maple Branch,1
9eeb0a12-bc06-4c49-99a1-f2c8888d0c37,2024-02-26,ADV061,Willow Way,0
1c8dd72d-63c5-48a0-beef-df5a4c6273f7,2024-02-18,ADV022,Pine Plaza,0
76cf93de-b361-465d-a690-b95c196277f8,2024-03-14,ADV035,Cedar Centre,0
88b2eb6f-830f-4280-bbec-80c7fb961b50,2024-01-27,ADV067,Cedar Centre,0
72de9931-30fb-400b-8a7d-da9ec35bd5d9,2024-01-05,ADV065,Pine Plaza,0
86cf1271-5f0d-446b-a2af-90e984309626,2024-01-21,ADV025,Willow Way,0
bca6ac2e-1914-4aad-ab2c-807d367eaf94,2024-05-15,ADV034,Willow Way,1
5641c27a-2ec1-4772-9261-5f18b85c09b0,2024-05-16,ADV034,Maple Branch,1
121a871f-9501-48f5-aac0-6e643496247d,2024-05-27,ADV030,Willow Way,1
45208c4b-788f-4499-beeb-ea5f863d9b60,2024-03-30,ADV001,Willow Way,1
942976e1-6308-4e09-9657-2f3133a1360c,2024-04-16,ADV022,Cedar Centre,1
53dbfd3b-dcb8-40c7-ad68-caaab1e97901,2024-05-29,ADV018,Maple Branch,1
ea4d24a9-f8f5-494c-9d6e-dd9c65c51131,2024-03-12,ADV067,Willow Way,1
46a4ca87-cc44-48d6-94a4-1e720c78fa3a,2024-02-25,ADV025,Cedar Centre,0
dc91cc8e-0e27-4a49-898a-c69d66bf581d,2024-02-16,ADV043,Oak Office,0
41364bc4-42b7-4dfa-9d5e-d7d20915f2a3,2024-05-03,ADV047,Cedar Centre,0
123f38bc-5aba-4d09-971a-f56aa9f97366,2024-05-24,ADV027,Oak Office,1
00d767a1-265a-42ac-8277-ec2c2fef7935,2024-02-23,ADV004,Pine Plaza,0
f6021f2a-1269-472a-8d8f-83deba2325ab,2024-04-15,ADV059,Pine Plaza,1
e026b70d-91f0-42c7-9a0f-e968e9fe0847,2024-02-16,ADV026,Willow Way,0
70ab4342-01ba-453d-bb13-89f0ab49c133,2024-05-26,ADV071,Pine Plaza,1
48646151-ed6b-40d5-a010-6faa0f359ef6,2024-04-29,ADV058,Oak Office,0
b5cc4cb0-0bda-44a7-9411-21d3dfef8168,2024-02-01,ADV015,Oak Office,0
e1231b70-ebd3-4ea1-a488-2ccf5549f755,2024-02-01,ADV004,Oak Office,0
718131bb-0a1f-4b4f-8dcd-2b841d0c5d2a,2024-02-19,ADV065,Maple Branch,0
0dbf3eae-0d5d-49b2-80b6-8d3a99563ae8,2024-02-24,ADV068,Maple Branch,0
7ac2eeaa-7569-4dc0-9bbe-585fb769bd4e,2024-05-22,ADV016,Birch Bureau,1
5ab4a96d-4499-402f-83d3-6a6a395b4edd,2024-03-21,ADV053,Pine Plaza,1
c4ef47ad-10f6-497c-932c-43b57c94e7e5,2024-05-12,ADV056,Willow Way,0
fde2091c-b478-4487-b7d9-adab1d89d79b,2024-03-31,ADV045,Cedar Centre,1
f73701c5-d97e-4a4c-bc87-db1080ee52bb,2024-02-21,ADV017,Birch Bureau,0
5c6d3f81-c599-4dfe-ab50-d86dccbb9dbb,2024-02-21,ADV053,Birch Bureau,0
35e9342b-c709-44cc-898a-75a57f0df693,2024-04-21,ADV059,Cedar Centre,1
e261ab94-9736-4e3c-a9a1-ec4def268a97,2024-04-23,ADV045,Willow Way,1
d5fdc35e-5f23-4853-aabd-80ccfe883877,2024-05-29,ADV020,Maple Branch,0
2627eaf5-9e19-43df-9e65-bc7c44df6c77,2024-03-10,ADV031,Maple Branch,0
5da9fdc9-40e6-41d6-8c48-a5fe6fd15353,2024-03-13,ADV036,Birch Bureau,1
b7ecfc2c-1d99-4b4f-9ac6-4752d527f504,2024-03-08,ADV056,Oak Office,1
48984ef1-cb2b-4c11-823b-5b6ddf69a7f3,2024-02-06,ADV005,Oak Office,0
29ca1ad0-a769-401b-a308-32035d04c32d,2024-04-11,ADV034,Pine Plaza,1
d92f03f6-7478-4999-9322-14092479938c,2024-01-09,ADV010,Cedar Centre,0
8d38360e-7a7d-40a3-8421-6e73837e1ea7,2024-02-19,ADV009,Maple Branch,0
daab76d5-73bd-4926-b16e-ef6d81790afd,2024-01-27,ADV036,Cedar Centre,0
0199a593-314f-4549-8ad3-6c98bcbf5314,2024-01-25,ADV050,Willow Way,0
5ffa8530-5664-4a24-a35e-5f2b6f592787,2024-01-20,ADV020,Oak Office,0
4a58b11f-4374-4d23-9059-a976e2d44cc7,2024-04-20,ADV012,Willow Way,1
319bec2d-f91f-498f-b561-4eed091c3fe3,2024-02-07,ADV032,Willow Way,0
70266c3a-f9ac-47c9-9248-4d3102ba48b8,2024-01-09,ADV034,Birch Bureau,0
637d16d0-ef70-461c-908f-8ccb027be4bf,2024-05-01,ADV070,Pine Plaza,1
bebe6b8a-0b4d-42db-82fe-1247b3d4ad18,2024-02-01,ADV072,Maple Branch,0
e1afdbe6-c4f5-4b83-8df2-2ee2581142e2,2024-04-05,ADV046,Maple Branch,1
a4acddcb-8d68-49d1-b331-56567d03238b,2024-05-31,ADV026,Birch Bureau,1
50bd138b-057a-48f0-9c95-8dd6a75ce35d,2024-05-16,ADV036,Birch Bureau,1
ed1cb7d4-d99f-4c62-8bf0-ba615fe4e64f,2024-05-07,ADV017,Willow Way,1
8a3fa251-4908-4cea-b1a2-b4856efb6550,2024-05-03,ADV005,Cedar Centre,1
f361fad9-59e8-4d64-8725-26765c230370,2024-04-25,ADV060,Birch Bureau,1
2c574d49-0f2a-4570-bb72-ae0970e16765,2024-05-06,ADV005,Birch Bureau,1
785c8573-596e-4abe-9a28-2d143d68207c,2024-03-05,ADV067,Cedar Centre,1
3009e3dc-dab8-4f66-a593-6179c6a868d0,2024-04-10,ADV003,Cedar Centre,1
cb695e99-2896-40e4-abfe-20b091e3ef31,2024-05-01,ADV040,Willow Way,1
18a31aa6-a886-4e83-82f4-c55fd994902c,2024-04-09,ADV062,Willow Way,1
9d77f64d-0d12-442b-9f87-de3844a8e95a,2024-04-03,ADV022,Willow Way,1
6205b2f1-2acf-4765-a390-848f800bbbdb,2024-02-02,ADV003,Pine Plaza,0
d635767d-8031-4ded-b5cf-2c4d751b2ee3,2024-05-18,ADV007,Oak Office,1
58aac17b-c947-436e-8851-1f4df6eb6b7f,2024-03-06,ADV039,Maple Branch,0
7c2fc3e8-c11f-4130-b82d-a2279cd6bbdc,2024-01-09,ADV007,Pine Plaza,0
d7473b65-b4ff-421b-adf1-5f0e4f39f59e,2024-02-28,ADV002,Birch Bureau,0
a1efad23-bbe3-4bf4-aa6f-64c347575cc5,2024-03-15,ADV047,Cedar Centre,0
42f156f7-0a75-4e40-8c14-c45fd7f50a29,2024-05-15,ADV066,Birch Bureau,1
d42ebb3f-93cd-4cb2-8b31-c87daac5ae36,2024-02-01,ADV045,Maple Branch,0
0c595bc9-0325-4e4d-9477-1f0c73e04125,2024-05-13,ADV027,Maple Branch,1
48a5a1c7-ca13-41ba-b8a1-5417552d8074,2024-02-16,ADV053,Cedar Centre,0
dea3f847-5c7e-4f7c-98c1-ef7b165a8d4c,2024-01-23,ADV068,Cedar Centre,0
1c41dbe8-e204-44e4-a552-a18e1acf52ab,2024-05-02,ADV026,Cedar Centre,1
a1570aee-fa89-4b8c-9f78-ddbd8482b7c2,2024-04-22,ADV056,Birch Bureau,1
aba18126-eccc-43bd-9be4-e518fc67cd70,2024-02-13,ADV063,Pine Plaza,0
19bdd8c7-31d3-4af1-a954-6d41e44e7b8d,2024-05-29,ADV041,Willow Way,1
42254431-ad0d-4ecf-8bc4-ccb4378ac2df,2024-03-25,ADV023,Cedar Centre,1
a57260fb-b691-4a99-8474-5ce45368b7e6,2024-04-04,ADV029,Pine Plaza,0
741b9fa3-3c2e-45f9-9dc4-bb64084a4fe1,2024-04-11,ADV072,Maple Branch,1
07748e3e-36a4-4147-ac0f-36c89cd73e81,2024-04-10,ADV020,Pine Plaza,1
482e4df7-7d29-422b-9118-0afbc09e76f0,2024-03-30,ADV021,Maple Branch,0
02a6c2a9-bac2-4630-a27b-628d5e384d3b,2024-03-01,ADV015,Willow Way,1
e6b8678a-9fad-470b-bd2b-bc139d0cff17,2024-03-16,ADV026,Cedar Centre,1
2b3363ca-0fa3-4e19-940d-8ca883f7c7dc,2024-01-04,ADV044,Maple Branch,0
a090e074-4674-49d4-b967-99267d7d2d9b,2024-03-20,ADV020,Pine Plaza,1
a99af746-63a9-4135-be00-5211d872c1c3,2024-04-22,ADV010,Pine Plaza,1
f7d12c93-3af9-41e7-a7e9-8d165f0b5d17,2024-03-13,ADV030,Pine Plaza,0
5fdc18c8-b31c-4663-8f2c-9a8ccf8eb470,2024-04-30,ADV057,Pine Plaza,0
d3fbaf6f-38fe-4783-8081-a614addd91b0,2024-01-17,ADV074,Pine Plaza,0
948b2c6f-cb85-42c3-9848-29301a68887a,2024-02-14,ADV035,Pine Plaza,0
f53f2f42-321b-4845-bb57-62a62b9ea24a,2024-02-10,ADV040,Birch Bureau,0
c461a39f-1228-49b5-80ea-cedcbbab72d7,2024-05-17,ADV062,Oak Office,1
6301331f-28fa-4034-937c-9c8344c057ef,2024-05-15,ADV058,Cedar Centre,1
5f82e93d-9b26-44fa-bc28-825ee2fb7fd6,2024-01-30,ADV024,Cedar Centre,0
2f68263b-cab9-4c1e-917a-c41d580f870c,2024-02-07,ADV061,Birch Bureau,0
f6a3be5d-9088-4f00-b4d4-98908f651358,2024-02-06,ADV071,Maple Branch,0
5065670a-3f3e-4ffa-b6f5-ad82cdc8d61c,2024-03-11,ADV010,Oak Office,1
104c9e54-a784-4f16-92d7-abb1071c990e,2024-02-22,ADV018,Oak Office,0
a3c8af50-c77b-4a06-95de-dcdd02540345,2024-03-01,ADV011,Pine Plaza,1
e80a922f-f8d7-449c-a8d2-f3fba8df2928,2024-02-07,ADV022,Willow Way,0
1a574306-659c-41e5-90ea-c3ea19caa388,2024-02-12,ADV071,Birch Bureau,0
9a24501c-0955-41c9-aa24-f89f1d794abd,2024-04-22,ADV047,Willow Way,1
665fedb4-b590-4d04-b4ab-2a5b83819842,2024-02-03,ADV033,Willow Way,0
40dd882d-1772-4826-a9aa-232b45458836,2024-02-21,ADV015,Oak Office,0
a2262b75-c483-409b-be3a-e183d534e716,2024-04-10,ADV018,Maple Branch,1
3351d81d-8727-48fa-97ff-3afd5536d42a,2024-05-27,ADV075,Pine Plaza,0
e1272b7f-a1b6-4de4-bb99-bae46cbe4cb2,2024-02-25,ADV015,Birch Bureau,0
46bf76d5-d0cd-45d7-a44c-04b7b0d4562d,2024-04-21,ADV013,Birch Bureau,1
64d00d20-95a9-4836-a7f5-03effe0a5dd5,2024-05-31,ADV013,Birch Bureau,1
05ea012e-431f-4345-8e40-44f31204c2ec,2024-05-04,ADV014,Oak Office,1
9493b39c-f324-4958-9475-597d1e23f4ae,2024-04-16,ADV042,Maple Branch,1
52eaaee4-2d4e-45b4-813c-fecd84dc22cc,2024-02-18,ADV031,Oak Office,0
c9488c13-58ff-4a93-9863-ae2adc51f0ae,2024-03-10,ADV013,Oak Office,0
b76abcaa-fa30-4c7a-bd13-5027f206cacd,2024-05-18,ADV052,Maple Branch,0
ee4e5d8e-d27a-4807-92ed-c41b2022ab37,2024-04-05,ADV048,Oak Office,1
8fd83486-75df-4e63-ab95-4d72103dbb33,2024-01-14,ADV017,Maple Branch,0
5da02419-cb2f-420e-8000-bb4f50dc81df,2024-05-08,ADV023,Birch Bureau,0
61171bd2-d47e-40a3-8e6b-1c4685a9e068,2024-01-13,ADV059,Willow Way,0
ca0733fc-bae6-4a0d-ba74-c1bb4cb74607,2024-01-08,ADV061,Maple Branch,0
4dce1836-8052-4286-a58c-c549d178cdb3,2024-04-05,ADV038,Oak Office,1
f6654eba-2f01-4962-a1a2-c88ce58c1434,2024-02-17,ADV015,Maple Branch,0
9c7009ff-138c-4de4-bcbd-0d632dba8546,2024-02-09,ADV075,Pine Plaza,0
b7477c04-78bf-4905-bb11-35cfd5a37d64,2024-03-07,ADV043,Birch Bureau,1
858c47f3-eef3-4868-ae92-2a0d01859551,2024-05-26,ADV005,Cedar Centre,1
5f1e6fdd-e3f5-47e6-a0b2-85909c328945,2024-05-22,ADV038,Pine Plaza,1
d338f904-5cd9-41ed-b56a-17e2a173ddac,2024-04-20,ADV003,Maple Branch,1
813dd1d0-6bdc-4a6e-857e-3fb1c792eac0,2024-04-05,ADV054,Cedar Centre,1
131924d0-ed19-4bb9-b23a-2e3c435c164a,2024-02-08,ADV066,Cedar Centre,0
c441f9b4-7852-4917-b19d-9786c9cbe38c,2024-04-24,ADV026,Willow Way,1
efb438b4-3e2c-4aaf-92cd-25d92d4fab4c,2024-04-21,ADV042,Birch Bureau,1
fd44db11-0f57-4ff9-8227-42215fddfc59,2024-05-26,ADV023,Cedar Centre,0
d0c6d4a8-16d7-4fd0-88e2-b5124e0a6ecd,2024-01-08,ADV068,Maple Branch,0
2cde0258-0f35-4ce5-9adf-3d25875cdfbe,2024-03-05,ADV025,Pine Plaza,1
9335fb2d-7730-4214-8e86-59f8661c2760,2024-03-29,ADV045,Willow Way,1
1eba8a3e-c28c-4515-b25c-e70d66d08d8e,2024-03-08,ADV004,Birch Bureau,1
de672f2b-7adc-468b-be37-ef0d24450912,2024-03-08,ADV004,Oak Office,0
d11b88e3-bb7e-4be9-95cb-7278dced2369,2024-03-10,ADV020,Pine Plaza,1
adb5521e-df38-4344-962b-c7c3d069828e,2024-03-19,ADV020,Cedar Centre,1
694b92ab-a6c1-4530-80c9-203a3fb08057,2024-01-04,ADV025,Cedar Centre,0
aa12f260-b054-4f9d-9f81-3beed31fa83b,2024-03-23,ADV038,Willow Way,1
ae81cf47-824e-4b8e-b253-63c72f4a4b38,2024-01-05,ADV068,Oak Office,0
344e6f14-d3fb-449c-8829-ddb1f8a6340b,2024-03-03,ADV011,Birch Bureau,1
61a10d48-dc71-4de2-abe7-91a2002116ad,2024-01-15,ADV005,Willow Way,0
d8378c6c-abdc-48ca-a7fa-567bd981c916,2024-03-06,ADV035,Cedar Centre,1
a8b8a13a-fcce-49ff-bb80-a96f8503ab39,2024-01-31,ADV035,Birch Bureau,0
7c3510d4-9442-4eae-969b-71b5eaf15e87,2024-03-28,ADV004,Cedar Centre,1
187cd53d-158b-43d9-9be5-5773dedd3010,2024-01-25,ADV041,Willow Way,0
937ac874-8664-4d14-93a0-b0a4f66ded70,2024-01-05,ADV010,Cedar Centre,0
29566a7c-cee2-4bbe-b0eb-8a148d15ab3c,2024-05-04,ADV071,Pine Plaza,1
38129dad-c093-4400-bc01-bd1bd0bb3c3a,2024-01-09,ADV055,Birch Bureau,0
60ac0ab5-2943-4007-86d2-401629580607,2024-04-07,ADV038,Pine Plaza,0
26bca006-828b-427b-a94c-89e3cc84c3f6,2024-04-28,ADV007,Maple Branch,1
22a6fba6-902c-4ca0-8403-111427569e7a,2024-04-05,ADV007,Pine Plaza,0
bd4a4135-727d-44c5-9881-b77bcb08aae3,2024-01-26,ADV027,Cedar Centre,0
b9687561-d14c-4c98-af66-e9ba4e0ccb3d,2024-01-18,ADV016,Birch Bureau,0
263ca323-aabe-418e-aa2b-090c3478568c,2024-04-19,ADV072,Cedar Centre,1
1d0b76bb-49ae-4945-b81d-318eaaba56d1,2024-05-08,ADV030,Birch Bureau,1
cfc2d2f8-c110-4be3-8791-edd49a6365b9,2024-02-12,ADV031,Willow Way,0
f2ddcccf-3479-421d-a3b8-c7642cad9868,2024-02-04,ADV013,Willow Way,0
238e7794-e7d7-4771-828a-58f68c9aaeae,2024-04-06,ADV039,Willow Way,1
6140d6ea-54e2-4afa-90b4-d005c7db53b6,2024-05-28,ADV069,Birch Bureau,1
c3de48ce-e6b7-476d-b92f-eaba058e1858,2024-02-12,ADV018,Pine Plaza,0
75e0fa34-7c4f-4f32-a5be-2869afed2c51,2024-05-07,ADV066,Cedar Centre,0
22f9fb95-e0a8-444d-aa65-ce7e45acc970,2024-04-06,ADV005,Maple Branch,1
56f3a290-efe2-4652-bafa-aea2cc6de66e,2024-02-12,ADV014,Willow Way,0
ff027d49-5677-4ebd-9cc5-3fb96549cc3b,2024-05-23,ADV014,Birch Bureau,1
c12b525d-5568-4faa-9981-ed59a4822c53,2024-04-20,ADV001,Cedar Centre,1
5057c9e0-6488-499d-a656-650bccc85888,2024-02-22,ADV029,Cedar Centre,0
7c51c049-937d-4c3b-87a3-520bc6bd3e08,2024-05-29,ADV004,Pine Plaza,1
71ce521e-683f-4a1f-8366-0e89f06b5ac0,2024-05-19,ADV046,Oak Office,1
fa70f4a1-0de1-41eb-8233-fac6d2f1e000,2024-03-05,ADV031,Pine Plaza,0
a2683aee-7ece-41a8-a05f-72ea5625d0e8,2024-02-18,ADV017,Maple Branch,0
4c82f4aa-521c-49bd-8c64-a99bacd56545,2024-05-15,ADV027,Oak Office,1
d40b86f5-11d3-40c6-98fb-521914e9a0ee,2024-05-25,ADV056,Birch Bureau,0
b6c9aaee-77e7-42ab-963e-1e248b1dd5af,2024-04-02,ADV021,Willow Way,1
d44eef45-fa9d-4113-b83b-14362de9adb5,2024-05-16,ADV060,Birch Bureau,1
5820411c-301e-4354-865b-84d6606186a5,2024-01-05,ADV055,Birch Bureau,0
b68a2125-3473-4ecb-9f5b-c6ccdcc656fc,2024-02-19,ADV023,Willow Way,0
3280bb8c-e5a0-4280-9187-56313872073f,2024-03-09,ADV065,Cedar Centre,1
a0395eea-847a-4d79-9f81-559bd233590d,2024-04-19,ADV068,Maple Branch,1
b48bd0fc-74b5-4340-8ea9-b69f1eebc2a9,2024-04-15,ADV061,Oak Office,0
5836a6ad-9da5-4049-9b87-6b1feb17f9fa,2024-03-27,ADV049,Maple Branch,0
c52c3574-92c6-4454-b49a-fc260ec36d53,2024-02-05,ADV002,Pine Plaza,0
52dace81-239a-4a1c-959d-cf147fbdc13f,2024-03-26,ADV062,Birch Bureau,1
aaa0de21-b08c-492f-84c0-bfc0ddbbb19c,2024-04-09,ADV031,Willow Way,1
d9d5b1e6-daa6-4625-a808-552f99488563,2024-03-16,ADV008,Willow Way,1
b21e0dc8-d8ac-4b68-a351-2c9f52b20995,2024-03-28,ADV020,Pine Plaza,1
cc03dec1-6972-4328-bd73-a512d23c08e2,2024-02-07,ADV064,Cedar Centre,0
0c06f2dd-298a-4fab-8118-658953949363,2024-05-18,ADV015,Maple Branch,1
2b51691d-7316-45ff-b471-904e3140fe66,2024-01-14,ADV045,Cedar Centre,0
9c6eea7c-8795-4875-9673-d5aca9d36ad3,2024-04-10,ADV018,Maple Branch,1
4eba4ca0-72f7-4bf9-820d-708a2a945f57,2024-03-25,ADV050,Maple Branch,0
68f6da87-8c7f-4bcd-8ad8-44a6cf622f5e,2024-04-07,ADV017,Oak Office,1
dca59824-1388-496f-8a37-0f0c6a341564,2024-05-25,ADV028,Oak Office,0
7f8960aa-5c6a-4135-ab08-505f7eedcb71,2024-05-12,ADV040,Pine Plaza,1
b510e534-1fee-4727-bb3d-69fb280ae1ea,2024-01-29,ADV060,Pine Plaza,0
3a5d22b3-4575-445a-ba8f-995dc1cccaba,2024-03-11,ADV053,Willow Way,1
85411cd0-11c2-4126-85ee-b8813d924560,2024-02-10,ADV018,Birch Bureau,0
c5f116b6-2c13-4f86-80e6-3800ce930023,2024-04-25,ADV042,Pine Plaza,0
1639135b-783b-4321-809e-f0549d0f1e80,2024-05-28,ADV032,Willow Way,1
b6dd301e-e493-4b5d-aab6-b895e5233c0a,2024-04-22,ADV018,Willow Way,1
026d4b6c-c322-42e6-9969-2b28061133e9,2024-03-17,ADV011,Oak Office,0
37c0c23c-bae4-4426-9ccb-e70ca606229e,2024-01-13,ADV065,Oak Office,0
f8436fc1-3466-4cab-8ad6-aa1327a6c78c,2024-01-22,ADV029,Maple Branch,0
fb76f481-e783-46ae-9313-d0d5c710e7df,2024-01-27,ADV045,Maple Branch,0
295f1931-7d3a-421f-8b7a-39a83de95aaf,2024-05-03,ADV009,Oak Office,1
2a3a1e1f-1265-4ad9-b730-4c899ab79493,2024-03-04,ADV063,Oak Office,1
d2b0447b-c428-43a0-bb3d-4ab1bdf15362,2024-05-12,ADV007,Willow Way,1
431a040e-d7a2-4c53-8fa8-43aadd3f80e8,2024-03-28,ADV066,Willow Way,0
f78af381-466c-4944-97e2-fe552e8e68ea,2024-05-17,ADV014,Willow Way,1
618a472d-fe94-4ba6-a459-5961f98801c0,2024-04-19,ADV037,Cedar Centre,0
8eea512f-cf4d-41c6-8b56-0a3f911ea760,2024-04-10,ADV070,Birch Bureau,1
3d456f77-329b-4d40-83fa-e700d25369b4,2024-05-05,ADV029,Cedar Centre,1
fe9703e3-62e1-4781-8edf-64c9ca79d558,2024-05-05,ADV006,Birch Bureau,1
f833a484-a2eb-4238-8c7a-a46bcc31ee7c,2024-03-13,ADV004,Oak Office,0
13c1b88c-03a4-4ac9-bd34-62a96c0623e3,2024-03-05,ADV073,Cedar Centre,1
eadd53c9-fea1-4aba-a5da-fcce1797a867,2024-02-26,ADV013,Cedar Centre,0
c8d4fe8d-5855-49f1-ac95-88b1bba90221,2024-01-31,ADV041,Birch Bureau,0
98e69e54-d537-4bb5-b1e7-748229b8ec2d,2024-03-21,ADV035,Birch Bureau,1
d9f5e025-558c-4297-a004-a0aa5a3df4cb,2024-03-07,ADV005,Pine Plaza,1
ac9f9f23-7f90-4e90-8836-721014db0e4b,2024-02-07,ADV039,Birch Bureau,0
aa73aea4-049b-497e-a9fd-43eebe893694,2024-02-08,ADV059,Willow Way,0
c443c6c7-2b36-4f9b-969c-2283e544c408,2024-01-03,ADV020,Pine Plaza,0
92180f6d-f8d3-48cf-9776-9145cc5bca39,2024-03-07,ADV055,Cedar Centre,1
521e8d8b-82c6-48dc-8a69-8b95722de9b1,2024-03-07,ADV009,Cedar Centre,1
dc777497-f496-4d3b-a1ec-11db3289a48d,2024-02-17,ADV024,Cedar Centre,0
573905b4-1317-4ebe-8e28-4fbc4916d38e,2024-02-18,ADV036,Birch Bureau,0
13228a98-a6d1-4e81-8f80-387cf87c81d9,2024-04-20,ADV008,Pine Plaza,1
7739caa4-cd3b-4b37-961c-5f31f51d8001,2024-03-14,ADV034,Maple Branch,0
b0cda9b2-d7d3-49f8-848d-ae0399fedd5e,2024-03-09,ADV059,Oak Office,1
d8aeed03-2352-4f5a-9d2c-9aca612c19ac,2024-01-17,ADV003,Birch Bureau,0
ea92d79e-3105-4181-8c7c-1b57654322d1,2024-01-17,ADV004,Maple Branch,0
c641918b-7272-4093-9e72-37b2ec633684,2024-05-29,ADV009,Pine Plaza,1
fb3a9c05-951c-4225-bb40-e75c5e347cbb,2024-04-20,ADV039,Pine Plaza,1
2419dc18-2d44-4cc0-a40d-e14e337883db,2024-05-02,ADV029,Pine Plaza,1
6754f564-4a90-45c7-a89b-7e0fcabae393,2024-01-14,ADV074,Birch Bureau,0
f2df7e8f-7a19-42d9-8433-ba0b07fd6e8e,2024-03-02,ADV046,Oak Office,1
6b7011b4-f1b7-42ad-9f5b-27129c79401f,2024-05-09,ADV051,Maple Branch,1
28ec3b84-e759-43a4-b9c9-7c9540efa100,2024-03-12,ADV050,Cedar Centre,1
0abc4ac1-7fdb-456e-851c-61d281575e0b,2024-01-25,ADV074,Cedar Centre,0
573adc51-6d08-4677-b32f-e72d2997f9a8,2024-01-03,ADV034,Maple Branch,0
438bf781-c731-4b9f-ba13-8045f8643c7b,2024-04-17,ADV072,Birch Bureau,0
136dd601-044e-4494-bf7d-a609238a3076,2024-02-12,ADV058,Birch Bureau,0
32b79924-dd1a-44f2-81ff-764befe44696,2024-01-28,ADV051,Oak Office,0
